Car_Id,Company,Model,Variant,FuelType,Colour,Kilometer driven,BodyStyle,TransmissionType,Registered_city,Registered_state,ManufactureDate,ModelYear,Manufacturing price,Reason,Age
556948,HONDA,CITY,1.5 V AT,PETROL,White,96000,SEDAN,Automatic,bengaluru,karnataka,01-04-2011,2011,681899,Budget,40
556978,MAHINDRA,XUV500,W4,DIESEL,White,33495,SUV,Manual,banglore-cafe dly,karnataka,01-01-2017,2017,313999,Budget,20
556979,HYUNDAI,ELANTRA,1.6 SX O,PETROL,Silky Silver,43000,SEDAN,Manual,chickballapur,karnataka,01-01-2017,2017,209999,Income issues,64
556980,HYUNDAI,XCENT,1.2 KAPPA DUAL VTVT 5-SPEED MANUAL SX,PETROL,Silver,6520,SEDAN,Manual,new delhi,delhi,01-01-2018,2018,,Income issues,27
556981,TOYOTA,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,76725,MPV,Automatic,new delhi,delhi,01-02-2017,2017,248099,Budget,24
556982,HONDA,CITY,ZX CVT PETROL,PETROL,Dark Grey,14241,SEDAN,Automatic,gurgaon,haryana,01-07-2018,2018,244399,Budget,48
556997,FORD,ASPIRE,TITANIUM 1.2 TI-VCT O,PETROL,Arizona Grey,25746,SEDAN,Automatic,chennai,tamil nadu,01-01-2018,2018,299699,Budget,49
557011,MARUTI SUZUKI,SWIFT,LXI,PETROL,Silver,47120,HATCHBACK,Manual,gurgaon,haryana,01-08-2015,2015,,Budget,36
557021,HYUNDAI,I10,MAGNA 1.2 KAPPA2,PETROL,Silver,62504,HATCHBACK,Manual,delhi,delhi,01-02-2015,2015,350000,Budget,56
557059,MARUTI SUZUKI,IGNIS,ZETA 1.2 MT,PETROL,Pearl White,41439,HATCHBACK,Automatic,new delhi,delhi,01-07-2018,2018,615799,Income issues,37
557093,MARUTI SUZUKI,VITARA BREZZA,ZXI PLUS,PETROL,White,21816,SUV,Automatic,chennai,tamil nadu,01-02-2022,2022,549299,Budget,42
557198,MAHINDRA,KUV100,K4 6 SEATER PETROL,PETROL,Orange,34500,HATCHBACK,Automatic,chennai,tamil nadu,01-05-2016,2016,,Budget,28
557218,HONDA,CITY,SV MT PETROL,PETROL,Dark Grey,72372,SEDAN,Automatic,mumbai west,maharashtra,01-11-2016,2016,378099,Budget,27
557229,MAHINDRA,XUV500,W8,DIESEL,Silver,75847,SUV,Automatic,delhi,delhi,01-12-2012,2012,,Income issues,63
557231,MARUTI SUZUKI,WAGON R,VXI,PETROL,Blue,47836,HATCHBACK,Automatic,chennai,tamil nadu,01-06-2018,2018,,High traffic urban area,58
557240,JEEP,COMPASS,LIMITED 1.4 PETROL AT,PETROL,White,70254,SUV,Automatic,hyderabad,telangana,01-12-2017,2017,476299,Pandemic,37
557373,HONDA,JAZZ,S,PETROL,White,66297,HATCHBACK,Automatic,ghaziabad,uttar pradesh,01-11-2016,2016,336299,High traffic urban area,56
557375,NISSAN,MAGNITE,XV EXECUTIVE,PETROL,Brown,6062,SUV,Automatic,hyderabad,telangana,01-01-2022,2022,758099,High traffic urban area,18
557380,TOYOTA,ETIOS CROSS,1.2 G,PETROL,Dark Grey,41500,SUV,Automatic,new delhi,delhi,01-07-2015,2015,508499,High traffic urban area,48
557384,NISSAN,MICRA ACTIVE,XV,PETROL,Silver,30000,HATCHBACK,Automatic,thane,maharashtra,01-11-2017,2017,411499,High traffic urban area,31
557390,MARUTI SUZUKI,SWIFT,VDI BS IV,DIESEL,Silver,82000,HATCHBACK,Automatic,ahmedabad,gujarat,01-02-2018,2018,285899,Pandemic,51
557449,MARUTI SUZUKI,BALENO,Delta (A/T),PETROL,Blue,66000,HATCHBACK,Automatic,surat,gujarat,01-03-2016,2016,719499,High traffic urban area,65
557457,HYUNDAI,VENUE,SX PLUS (O) 1.0 AT PETROL,PETROL,White,36414,SUV,Automatic,mumbai,maharashtra,01-05-2019,2019,279999,Pandemic,53
557469,HONDA,WR V,VX MT PETROL,PETROL,White,66138,SUV,Automatic,dombivali,maharashtra,01-11-2017,2017,241699,High traffic urban area,55
557480,MITSUBISHI,PAJERO SPORT,2.5 AT,DIESEL,Black,91480,SUV,Automatic,bangalore south,karnataka,01-02-2014,2014,288599,Pandemic,62
557481,JEEP,COMPASS,LIMITED 1.4 PETROL AT,PETROL,Red,57156,SUV,Automatic,chickballapur,karnataka,01-01-2018,2018,395399,High traffic urban area,55
557483,MG,HECTOR,PE 1.5 DCT SHARP,PETROL,Red,14278,SUV,Automatic,delhi,delhi,01-04-2019,2019,396999,Pandemic,64
557484,KIA,SELTOS(2020-2022),GTX PLUS AT 1.5 DIESEL,DIESEL,Black Magic,29000,SUV,Automatic,bangalore k r puram,karnataka,01-11-2021,2021,274599,High traffic urban area,52
557485,KIA,CARENS,LUXURY PLUS 1.4 PETROL 6 STR,PETROL,White,17209,MPV,Automatic,hyderabad,telangana,01-02-2022,2022,297499,High traffic urban area,24
557494,TOYOTA,FORTUNER,2.7 2WD AT,DIESEL,Black,67863,SUV,Automatic,kanpur,uttar pradesh,01-07-2018,2018,232499,High traffic urban area,38
557500,TOYOTA,COROLLA ALTIS,1.8 G,PETROL,Silver,70000,SEDAN,Manual,bengaluru,karnataka,01-05-2012,2012,224999,High traffic urban area,59
557557,HYUNDAI,VERNA,1.4 VTVT EX,PETROL,Black,38634,SEDAN,Manual,banglore-cafe dly,karnataka,01-11-2019,2019,334199,Pandemic,27
557644,RENAULT,KWID,1.0 RXT AMT O,PETROL,Brown,7410,HATCHBACK,Manual,hyderabad,telangana,01-01-2020,2020,274399,High traffic urban area,24
557653,MARUTI SUZUKI,SWIFT(2018_2019),VDI,DIESEL,A Blue,53540,HATCHBACK,Manual,chennai,tamil nadu,01-03-2018,2018,329099,High traffic urban area,23
557735,TATA,ALTROZ,XZ PLUS PETROL,PETROL,Red,6445,HATCHBACK,Manual,new delhi,delhi,01-06-2022,2022,,High traffic urban area,69
557737,MARUTI SUZUKI,SWIFT DZIRE,VDI BS IV,DIESEL,Blue,81532,SEDAN,Manual,electronic city,karnataka,01-11-2017,2017,374499,High traffic urban area,59
557741,MARUTI SUZUKI,CELERIO,VXI AMT,PETROL,Blue,28209,HATCHBACK,Manual,delhi,delhi,01-10-2014,2014,176099,High traffic urban area,51
557748,VOLKSWAGEN,AMEO,HIGHLINE 1.2L PLUS (P),PETROL,Grey,87515,SEDAN,Manual,pune,maharashtra,01-11-2016,2016,420299,High traffic urban area,63
557760,HONDA,CITY 5TH GEN,ZX CVT PETROL BS-VI,PETROL,White,31090,SEDAN,Manual,chennai,tamil nadu,01-01-2021,2021,369999,Pandemic,54
557773,MARUTI SUZUKI,ERTIGA,LXI,PETROL,Silver,62198,MPV,Manual,pune,maharashtra,01-10-2016,2016,,Pandemic,32
557826,SKODA,RAPID,1.5 TDI CR AMBITION,DIESEL,Silver,124654,SEDAN,Manual,pune,maharashtra,01-10-2016,2016,187099,High traffic urban area,39
557844,MARUTI SUZUKI,BALENO,ALPHA 1.2,PETROL,A Blue,39654,HATCHBACK,Manual,kharghar,maharashtra,01-03-2017,2017,700000,Pandemic,66
557858,FORD,ECOSPORT,TITANIUM 1.5 TI VCT AT,PETROL,Brown,63738,SUV,Automatic,bengaluru,karnataka,01-07-2016,2016,290399,High traffic urban area,28
557867,MAHINDRA,THAR,LX 4-STR HARD TOP PETROL MT,PETROL,Green,11485,SUV,Automatic,new delhi,delhi,01-01-2022,2022,326599,High traffic urban area,50
557878,TATA,HARRIER,XZA+ 2.0L KRYOTEC BSVI,DIESEL,G. Red,15550,SUV,Automatic,mumbai west,maharashtra,01-07-2020,2020,342699,High traffic urban area,70
557889,MARUTI SUZUKI,WAGON R,VXI 1.0 (O) BS-VI,PETROL,W B Mist,15245,HATCHBACK,Automatic,electronic city,karnataka,01-11-2021,2021,312299,High traffic urban area,67
557913,SKODA,KODIAQ,STYLE TDI 4X4 AT,DIESEL,Black,85350,SUV,Automatic,mumbai west,maharashtra,01-11-2017,2017,812999,Pandemic,64
557943,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,PETROL,White,14978,HATCHBACK,Manual,delhi,delhi,01-03-2018,2018,,High traffic urban area,45
557944,HONDA,AMAZE,1.2 SMT I VTEC,PETROL,Silver,13614,SEDAN,Manual,navi mumbai,maharashtra,01-04-2021,2021,496099,High traffic urban area,22
557947,MARUTI SUZUKI,ALTO K10,VXI AMT AIRBAG,PETROL,Silver,17546,HATCHBACK,Manual,new delhi,delhi,01-12-2018,2018,391899,High traffic urban area,27
557953,MARUTI SUZUKI,CELERIO,ZXI MT,PETROL,Grey,25823,HATCHBACK,Manual,bengaluru,karnataka,01-11-2014,2014,691299,High traffic urban area,25
557964,MARUTI SUZUKI,VITARA BREZZA,VDi,DIESEL,White,73160,HATCHBACK,Manual,chennai,tamil nadu,01-07-2018,2018,305599,High traffic urban area,37
557965,MARUTI SUZUKI,WAGON R 1.0,LXI AVANCE CNG EDITION,CNG,White,44684,HATCHBACK,Manual,surat,gujarat,01-02-2018,2018,669799,High traffic urban area,26
557971,TOYOTA,PLATINUM ETIOS,VX,PETROL,White,37022,SEDAN,Manual,mumbai east,maharashtra,01-01-2017,2017,388799,High traffic urban area,33
557988,VOLKSWAGEN,POLO,COMFORTLINE 1.2L PETROL,PETROL,Silver,67469,HATCHBACK,Manual,mumbai west,maharashtra,01-02-2013,2013,439399,High traffic urban area,43
558051,SKODA,OCTAVIA,1.4 TSI AMBITION PLUS,PETROL,Black,59257,SEDAN,Manual,delhi,delhi,01-04-2016,2016,240599,Pandemic,37
558089,HYUNDAI,XCENT,SX 1.2,PETROL,Silver,63982,SEDAN,Manual,kulithalai,tamil nadu,01-06-2016,2016,272399,High traffic urban area,46
558201,TATA,TIGOR,REVOTRON XZ,PETROL,Red,23609,SEDAN,Manual,faridabad,haryana,01-09-2018,2018,90000,High traffic urban area,22
558239,TOYOTA,FORTUNER (2012_2016),3.0 4X2 AT,DIESEL,White,130000,SUV,Manual,mumbai,maharashtra,01-04-2015,2015,567599,High traffic urban area,20
558375,MARUTI SUZUKI,BALENO,ALPHA 1.3,PETROL,Pearl Silver,49230,HATCHBACK,Manual,bengaluru,karnataka,01-03-2017,2017,272199,High traffic urban area,60
558428,MAHINDRA,SCORPIO,S5 2WD,DIESEL,White,47991,SUV,Manual,banglore-cafe dly,karnataka,01-09-2020,2020,,High traffic urban area,39
558766,MARUTI SUZUKI,SWIFT,VXI,PETROL,Red,103704,HATCHBACK,Manual,bangalore south,karnataka,01-09-2013,2013,,High traffic urban area,43
558812,MAHINDRA,XUV500,W8,DIESEL,Black,36744,SUV,Manual,delhi,delhi,01-04-2015,2015,355799,High traffic urban area,31
558824,NISSAN,MICRA,XV PETROL,PETROL,White,33028,HATCHBACK,Manual,delhi,delhi,01-01-2013,2013,393299,High traffic urban area,19
558898,MAHINDRA,KUV100 NXT,K4 PLUS D 6 STR,DIESEL,Orange,68473,SUV,Automatic,panvel,maharashtra,01-07-2018,2018,,High traffic urban area,35
558918,MARUTI SUZUKI,WAGON R 1.0,VXI + AMT,PETROL,Silver,32079,HATCHBACK,Automatic,thane,maharashtra,01-03-2018,2018,1154428,High traffic urban area,41
559079,SKODA,KUSHAQ,AMBITION 1.0L TSI MT,PETROL,White,7204,SUV,Automatic,delhi,delhi,01-04-2022,2022,256999,High traffic urban area,52
559080,TATA,TIAGO,REVOTRON XZA PLUS,PETROL,Grey,12481,HATCHBACK,Automatic,panvel,maharashtra,01-10-2020,2020,655599,High traffic urban area,45
559081,RENAULT,KIGER,RXT PETROL MT 1.0L TURBO,PETROL,C.Blue,18932,SUV,Automatic,pune,maharashtra,01-02-2021,2021,401899,High traffic urban area,34
559082,HYUNDAI,ELITE I20,SPORTZ 1.2,PETROL,White,55926,HATCHBACK,Automatic,surat,gujarat,01-02-2017,2017,505799,High traffic urban area,35
559104,FORD,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,White,38585,SUV,Manual,mira road,maharashtra,01-11-2014,2014,,High traffic urban area,29
559121,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,PETROL,Maroon,34185,HATCHBACK,Manual,mumbai east,maharashtra,01-06-2016,2016,,Pandemic,59
559151,MARUTI SUZUKI,ALTO,VXI,PETROL,Arizona Grey,5512,HATCHBACK,Manual,hyderabad,telangana,01-07-2015,2015,,Income issues,24
559152,HYUNDAI,EON,ERA,PETROL,Metallic Silver,31348,HATCHBACK,Manual,pune,maharashtra,01-02-2017,2017,,Income issues,70
559172,HYUNDAI,I10,MAGNA 1.1 IRDE2,CNG,Grey,38000,HATCHBACK,Manual,lucknow,uttar pradesh,01-08-2015,2015,100000,Budget,29
559181,AUDI,A4,2.0 TDI 140BHP STANDARD,DIESEL,Brown,55000,SEDAN,Manual,new delhi,delhi,01-12-2013,2013,500000,Budget,67
559189,TOYOTA,FORTUNER,SIGMA 4,DIESEL,Grey,17341,SUV,Manual,new delhi,delhi,01-01-2017,2017,273199,Income issues,36
559203,TOYOTA,INNOVA CRYSTA,2.8 Z 7 STR,DIESEL,Riviera Red,77674,MPV,Manual,mumbai,maharashtra,01-04-2018,2018,289799,Income issues,23
559210,MARUTI SUZUKI,SWIFT,LXI,PETROL,Grey,19129,HATCHBACK,Manual,delhi,delhi,01-02-2019,2019,213599,Budget,18
559241,HYUNDAI,EON,MAGNA + SE,PETROL,Red,55118,HATCHBACK,Manual,electronic city,karnataka,01-04-2016,2016,447599,Budget,53
559247,HYUNDAI,ELITE I20,ASTA 1.2,PETROL,Red,80522,HATCHBACK,Automatic,faridabad,haryana,01-02-2015,2015,900799,Budget,32
559249,MAHINDRA,XUV500,W8,DIESEL,Silver,144518,SUV,Manual,pune,maharashtra,01-02-2013,2013,432099,Budget,38
559285,ISUZU,V CROSS,D MAX,DIESEL,White,38805,SUV,Automatic,ahmedabad,gujarat,01-09-2016,2016,481099,Budget,47
559290,MARUTI SUZUKI,SWIFT(2014_2018),VDI,DIESEL,Grey,29659,HATCHBACK,Automatic,mumbai,maharashtra,01-09-2017,2017,411499,Budget,46
559295,HYUNDAI,GRAND I10,SPORTZ AT 1.2 KAPPA VTVT,PETROL,Grey,50126,HATCHBACK,Automatic,bengaluru,karnataka,01-03-2014,2014,248699,High traffic urban area,66
559296,TATA,TIAGO,REVOTRON XZ,PETROL,Silver,38231,HATCHBACK,Automatic,pune,maharashtra,01-12-2017,2017,429199,High traffic urban area,40
559298,HONDA,BRIO,VX AT,PETROL,Silver,66340,HATCHBACK,Automatic,delhi,delhi,01-05-2015,2015,550000,High traffic urban area,43
559306,HYUNDAI,VENUE,SX O 1.0 TURBO IMT,PETROL,White,32999,SUV,Automatic,delhi,delhi,01-03-2020,2020,420099,High traffic urban area,58
559333,JEEP,COMPASS,SPORT PLUS 1.4 PETROL,PETROL,Black,28528,SUV,Automatic,pune,maharashtra,01-11-2020,2020,488599,High traffic urban area,21
559344,MARUTI SUZUKI,CELERIO,ZXI AMT,PETROL,Grey,46125,HATCHBACK,Automatic,vasai,maharashtra,01-06-2016,2016,345299,High traffic urban area,42
559404,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,PETROL,White,61999,HATCHBACK,Automatic,new delhi,delhi,01-09-2017,2017,353199,High traffic urban area,24
559515,TATA,SAFARI,XZA PLUS,DIESEL,Purple,45459,SUV,Automatic,bangalore k r puram,karnataka,01-04-2022,2022,,High traffic urban area,43
559586,TOYOTA,FORTUNER,3.0 AT 4X2,DIESEL,Brown,98000,SUV,Automatic,bengaluru,karnataka,01-08-2015,2015,228299,High traffic urban area,47
559619,FORD,FIGO,EXI DURATORQ 1.4,DIESEL,Silver,104614,HATCHBACK,Automatic,lucknow,uttar pradesh,01-11-2010,2010,1082011,High traffic urban area,49
559682,MERCEDES BENZ,E CLASS,E 250 CDI AVANTGARDE,DIESEL,Black,87700,SEDAN,Automatic,bangalore south,karnataka,01-04-2013,2013,695999,Pandemic,50
559861,FORD,ECOSPORT,TITANIUM + 1.5L TI-VCT AT,PETROL,Moondust Silver,65750,SUV,Automatic,delhi,delhi,01-02-2018,2018,384299,High traffic urban area,51
559928,MARUTI SUZUKI,CELERIO,ZXI MT,PETROL,White,35379,HATCHBACK,Automatic,bengaluru,karnataka,01-04-2018,2018,272899,High traffic urban area,40
559976,HYUNDAI,CRETA,1.6 SX PLUS AT PETROL,CNG,Black,48795,SUV,Automatic,,,01-01-2017,2017,375000,High traffic urban area,45
560013,JEEP,COMPASS,SPORT 1.4 PETROL,PETROL,Grey,39136,SUV,Automatic,pune,maharashtra,01-07-2018,2018,100000,High traffic urban area,52
560083,VOLKSWAGEN,AMEO,HIGHLINE DIESEL DSG,DIESEL,Blue,70577,SEDAN,Automatic,chennai,tamil nadu,01-06-2017,2017,286399,High traffic urban area,62
560270,MARUTI SUZUKI,S PRESSO,VXI PLUS,PETROL,Red,18794,HATCHBACK,Automatic,gurgaon,haryana,01-06-2021,2021,163199,High traffic urban area,20
560659,MARUTI SUZUKI,ERTIGA,ZXI,PETROL,A Blue,76259,MPV,Automatic,electronic city,karnataka,01-07-2013,2013,283299,High traffic urban area,43
560662,MARUTI SUZUKI,SWIFT,LXI,PETROL,Silver,85000,HATCHBACK,Manual,delhi,delhi,01-02-2015,2015,346399,High traffic urban area,29
560666,HYUNDAI,I10,MAGNA,PETROL,Red,77000,HATCHBACK,Manual,bengaluru,karnataka,01-05-2008,2008,205299,High traffic urban area,22
561152,VOLKSWAGEN,AMEO,HIGHLINE 1.0L PLUS (P),PETROL,Steel Grey,29416,SEDAN,Manual,mumbai,maharashtra,01-07-2018,2018,1211594,High traffic urban area,48
561218,MG,HECTOR PLUS(2021-2023),SHARP 2.0 DIESEL,DIESEL,Burgundy,101,SUV,Manual,panvel,maharashtra,01-12-2022,2022,253799,High traffic urban area,42
561335,MARUTI SUZUKI,SWIFT DZIRE,ZDI,DIESEL,Grey,90535,SEDAN,Manual,mumbai west,maharashtra,01-12-2014,2014,287299,High traffic urban area,19
561731,JEEP,COMPASS,SPORT PLUS 2.0 DIESEL,DIESEL,White,19550,SUV,Manual,delhi,delhi,01-01-2021,2021,1184223,High traffic urban area,60
561788,FORD,ECOSPORT,TITANIUM 1.5 TI VCT,PETROL,Brown,38752,SUV,Manual,delhi,delhi,01-03-2016,2016,187099,Pandemic,32
562322,HYUNDAI,ALCAZAR(2021-2023),2.0 PLATINUM 7 STR,PETROL,Grey,7920,SUV,Manual,hyderabad,telangana,01-02-2022,2022,185599,High traffic urban area,26
562571,MARUTI SUZUKI,CELERIO,ZXI O MT,PETROL,Red,64277,HATCHBACK,Manual,gurgaon,haryana,01-09-2017,2017,715299,High traffic urban area,25
563723,HYUNDAI,VENUE,SX O 1.0 TURBO IMT,PETROL,White,45340,SUV,Manual,pune,maharashtra,01-06-2021,2021,460099,High traffic urban area,66
563909,HYUNDAI,CRETA(2018-2019),CRDI 1.4 E PLUS,DIESEL,Red,51078,SUV,Manual,bengaluru,karnataka,01-09-2018,2018,499099,High traffic urban area,45
564201,FORD,ENDEAVOUR(2016_2019),TITANIUM 3.2 4X4 AT,DIESEL,Silver,74686,SUV,Manual,bangalore south,karnataka,01-05-2017,2017,623899,High traffic urban area,54
564212,FORD,ENDEAVOUR,3.2L DIESEL TITANIUM+ 4X4 AT,DIESEL,Silver,57036,SUV,Manual,delhi,delhi,01-06-2019,2019,150000,High traffic urban area,37
564275,SKODA,OCTAVIA(2015-2017),ELEGANCE 1.8 TSI AT,PETROL,Silver,63758,SEDAN,Manual,veraval,gujarat,01-06-2016,2016,259599,High traffic urban area,54
564282,HYUNDAI,AURA,S 1.2 CNG PETROL,CNG,White,34866,SEDAN,Manual,delhi,delhi,01-01-2020,2020,295000,High traffic urban area,50
564304,HONDA,WR V,VX MT DIESEL,DIESEL,Silver,55900,SUV,Manual,mumbai west,maharashtra,01-10-2017,2017,338699,Pandemic,25
564386,HYUNDAI,ELANTRA,L MT,DIESEL,White,69165,SEDAN,Manual,goutam  budd  nagar,uttar pradesh,01-03-2014,2014,595999,Pandemic,47
564959,HONDA,JAZZ,1.2 S I VTEC,PETROL,White,50542,HATCHBACK,Manual,delhi,delhi,01-03-2017,2017,174000,High traffic urban area,63
564975,FORD,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Silver,52903,SUV,Manual,delhi,delhi,01-05-2018,2018,152000,High traffic urban area,64
565084,FORD,ENDEAVOUR(2016_2019),TITANIUM 3.2 4X4 AT,DIESEL,Grey,69955,SUV,Manual,chennai,tamil nadu,01-01-2017,2017,567099,High traffic urban area,18
565125,MARUTI SUZUKI,VITARA BREZZA,VDI O,DIESEL,Red,66535,SUV,Manual,delhi,delhi,01-04-2017,2017,203899,High traffic urban area,59
565169,KIA,SELTOS,GTX 1.4,PETROL,Star Silver,15722,SUV,Manual,ghaziabad,uttar pradesh,01-11-2020,2020,386599,High traffic urban area,37
565184,MARUTI SUZUKI,ERTIGA,SMART HYBRID VXI,CNG,White,14748,MPV,Manual,bengaluru,karnataka,01-07-2021,2021,423899,Pandemic,23
565293,HYUNDAI,CRETA,1.6 CRDI AT SX PLUS,DIESEL,Brown,83986,COMPACTSUV,Automatic,pune,maharashtra,01-03-2017,2017,70000,High traffic urban area,54
565353,MAHINDRA,XUV300,1.5 W8 (O) AMT BS-VI,DIESEL,Red,34937,SUV,Automatic,delhi,delhi,01-05-2020,2020,604999,High traffic urban area,38
565757,MAHINDRA,XUV 500,W10 AWD,DIESEL,White,78669,SUV,Automatic,bengaluru,karnataka,01-02-2018,2018,431499,Pandemic,19
565972,MAHINDRA,XUV500,W8 AT,DIESEL,Moondust Silver,58422,SUV,Automatic,delhi,delhi,01-06-2016,2016,224999,High traffic urban area,34
566113,HONDA,JAZZ,1.2 V I VTEC,PETROL,Orange,53377,HATCHBACK,Automatic,panvel,maharashtra,01-01-2016,2016,307999,High traffic urban area,21
566188,MARUTI SUZUKI,VITARA BREZZA,ZDI,DIESEL,Red,57868,HATCHBACK,Automatic,delhi,delhi,01-10-2018,2018,448399,High traffic urban area,50
566190,HONDA,JAZZ,1.2 ZX MT (I-VTEC),PETROL,White,10000,HATCHBACK,Automatic,ghaziabad,uttar pradesh,01-09-2021,2021,375000,High traffic urban area,55
566194,MAHINDRA,SCORPIO,S8,DIESEL,Blue,110000,SUV,Automatic,bangalore central,karnataka,01-10-2014,2014,622599,High traffic urban area,20
566196,MARUTI SUZUKI,SWIFT,ZXI,PETROL,Purple,65000,HATCHBACK,Automatic,cuddalore,tamil nadu,01-10-2016,2016,367799,Pandemic,34
566206,VOLKSWAGEN,VENTO,DIESEL STYLE,DIESEL,Grey,80000,SEDAN,Automatic,ahmedabad,gujarat,01-10-2014,2014,472799,High traffic urban area,62
566476,MERCEDES BENZ,E-CLASS(2015-2017),E 250 CDI EDITION E,DIESEL,White,67000,SEDAN,Automatic,pune,maharashtra,01-01-2016,2016,1052216,High traffic urban area,21
567592,HONDA,CITY ZX,VTEC,PETROL,Brown,50000,SEDAN,Manual,delhi,delhi,01-08-2008,2008,286099,High traffic urban area,21
567602,HONDA,CRV,2.4 L 4WD AVN,PETROL,Urban Titanium,83688,SUV,Automatic,navi mumbai,maharashtra,01-10-2014,2014,367699,High traffic urban area,42
567708,HYUNDAI,VERNA,FLUIDIC 1.6 SX VTVT,PETROL,White,32115,SEDAN,Manual,bengaluru,karnataka,01-04-2017,2017,839099,High traffic urban area,35
567793,MARUTI SUZUKI,SWIFT DZIRE,LXI O,PETROL,Grey,45416,SEDAN,Manual,banglore-cafe dly,karnataka,01-07-2015,2015,631699,High traffic urban area,39
567832,HYUNDAI,CRETA,SX O 1.5 DIESEL AT,DIESEL,Black,32828,SUV,Manual,noida,uttar pradesh,01-06-2021,2021,356599,High traffic urban area,68
567838,MARUTI SUZUKI,SWIFT DZIRE,ZDI AT,DIESEL,Golden,79650,SEDAN,Manual,bengaluru,karnataka,01-02-2018,2018,671999,High traffic urban area,46
567994,AUDI,A3,35 TDI TECHNOLOGY,DIESEL,White,40000,SEDAN,Automatic,mumbai,maharashtra,01-09-2015,2015,709499,High traffic urban area,41
568049,AUDI,Q3(2012-2015),35 TDI PREMIUM PLUS + SUNROOF,DIESEL,Grey,83000,SUV,Automatic,delhi,delhi,01-10-2014,2014,456899,High traffic urban area,23
568052,TOYOTA,COROLLA ALTIS(2014-2017),1.8 G AT,PETROL,Grey,64526,SEDAN,Automatic,new delhi,delhi,01-11-2014,2014,878999,High traffic urban area,68
568071,MAHINDRA,XUV500(2015_2017),W9 1.99,DIESEL,White,65000,SUV,Automatic,pune,maharashtra,01-10-2017,2017,483899,High traffic urban area,48
568086,HYUNDAI,GRAND I10,ASTA 1.2 KAPPA VTVT,PETROL,Marine Blue,19365,HATCHBACK,Automatic,thane,maharashtra,01-01-2019,2019,157399,Pandemic,38
568272,TOYOTA,ETIOS,V,PETROL,A Silver,120000,SEDAN,Manual,bengaluru,karnataka,01-10-2012,2012,306999,High traffic urban area,41
568427,HONDA,WR V,VX MT PETROL,PETROL,Silver,58519,SUV,Manual,hyderabad,telangana,01-04-2018,2018,536399,High traffic urban area,58
568450,MARUTI SUZUKI,S CROSS,1.3 ZETA,DIESEL,White,21435,SUV,Manual,faridabad,haryana,01-05-2017,2017,331799,High traffic urban area,49
568557,HYUNDAI,ELITE I20(2018-2019),ASTA 1.4 O CRDI,DIESEL,Red,73536,HATCHBACK,Manual,mumbai,maharashtra,01-11-2019,2019,1972932,High traffic urban area,57
568641,SKODA,SUPERB,STYLE TSI AT,PETROL,Black,67656,SEDAN,Manual,mumbai,maharashtra,01-05-2017,2017,733899,High traffic urban area,49
568670,RENAULT,DUSTER,RXL PETROL 104,PETROL,Brown,42773,SUV,Manual,hyderabad,telangana,01-01-2017,2017,383999,Pandemic,50
568791,MARUTI SUZUKI,VITARA BREZZA,VDI AMT,DIESEL,Grey,54088,SUV,Manual,pune,maharashtra,01-06-2019,2019,420000,High traffic urban area,28
568794,HYUNDAI,NEW ELANTRA,1.8 SX AT,PETROL,White,98000,SEDAN,Automatic,bengaluru,karnataka,01-02-2014,2014,286499,Pandemic,38
568824,FORD,ECOSPORT,TREND + 1.5L TI-VCT AT,PETROL,Silver,60848,SUV,Automatic,pune,maharashtra,01-01-2019,2019,241499,High traffic urban area,33
569028,VOLKSWAGEN,TAIGUN,TOPLINE 1.0 TSI AT,PETROL,Grey,24137,SUV,Automatic,pune,maharashtra,01-10-2021,2021,408899,High traffic urban area,30
569094,VOLVO,V40,D3 R-DESIGN,DIESEL,White,76000,SEDAN,Automatic,hyderabad,telangana,01-09-2016,2016,351199,Pandemic,43
569655,NISSAN,MICRA ACTIVE,XL,PETROL,Silver,17511,HATCHBACK,Automatic,hyderabad,telangana,01-11-2015,2015,620299,Pandemic,43
569698,MARUTI SUZUKI,WAGON R 1.0,LXI,PETROL,White,50000,HATCHBACK,Automatic,gandhi nagar,gujarat,01-03-2016,2016,413499,High traffic urban area,36
569705,SKODA,SUPERB, ELEGANCE 1.8 TSI AT,PETROL,Metallic Black,49451,Sedan,Automatic,ghaziabad,uttar pradesh,01-11-2014,2014,206999,High traffic urban area,36
569717,VOLKSWAGEN,VENTO,HIGHLINE 1.6 PETROL,PETROL,Silver,36531,SEDAN,Automatic,surat,gujarat,01-01-2016,2016,312699,High traffic urban area,64
569743,MARUTI SUZUKI,CELERIO,ZXI AMT,PETROL,Red,48042,HATCHBACK,Automatic,ghaziabad,uttar pradesh,01-01-2016,2016,188399,High traffic urban area,59
569746,MARUTI SUZUKI,CELERIO,VXI MT,PETROL,Silver,36914,HATCHBACK,Automatic,ahmedabad east,gujarat,01-05-2016,2016,450000,High traffic urban area,55
